date,hour,minute,city_area,ufo_shape,description,longitude,latitude,weekdats,month_name
2017-02-02,22,00,Howell,nj,Triangle,I was turning down West Farms Road when I saw a triangle shaped object  flying on its side.  Very bright .,-74.2082671,40.1645785,Thursday,February
2017-01-27,22,45,Mays Landing,nj,Teardrop,Driving w/ my 12-year old son down dark road and both of us were startled by a chevron shaped yellowish light streaking down.,-74.7276626,39.4523385,Friday,January
2017-01-27,21,00,Berkeley Heights,nj,Changing,Single color spinning object high in the sky....over NE/NJ,-74.4310524,40.6808726,Friday,January
2017-01-27,20,40,Pennington,nj,Flash,The flashes were closer than a plane but were bright and kind of foggy like there were clouds in front of it, and two or three of them,-74.790718,40.3284402,Friday,January
2017-01-22,02,44,Cinnaminson,nj,Chevron,Chevron shaped UFO, hovering over trees, lightning flash disappears then reappeared in different forms,-74.9927693,39.9969646,Sunday,January
2017-01-19,19,00,Skillman,nj,Formation,6 perfectly vertically aligned lights hovering after coming from different directions.,-74.7146817,40.4201165,Thursday,January
2017-01-15,17,45,Bridgewater,nj,Unknown,It was perfectly still, hovering right over a highway. distracting - slowed traffic. i took a video with my phone as we drove,-74.6049061,40.5939636,Sunday,January
2017-01-13,01,00,Newark,nj,Other,UFO'S in Newark, NJ.,-74.1723667,40.735657,Friday,January
2017-01-07,21,15,Hardyston Township,nj,Unknown,Very low flying and extremely loud.  Flying directly east.  Maybe military?,-74.5540506,41.1137037,Saturday,January
2017-01-04,17,00,West Deptford,nj,Other,Flare rings.,-75.1895576,39.8318378,Wednesday,January
2017-01-01,21,00,East Orange,nj,Flash,3 big ball red/orange 2 white small  .  behind 2 red shapes which all was round. went slow then fast/myself my 7 yr old19 yr old cab d,-74.2048677,40.767323,Sunday,January
2016-12-31,00,30,Burlington,nj,Circle,The craft was red stopped and hovered for a few minutes than went straight down. Came straight up.  ((anonymous report)),-74.8648873,40.071222,Saturday,December
2016-12-14,05,00,Monroe Twp,nj,Unknown,Loud chopper-like sound over Monroe twp, NJ.,-74.4330474,40.336419,Wednesday,December
2016-12-12,18,50,West Collingswood,nj,Sphere,There were 2 red light sphere shaped craft over the West Collingswood/Oakllyn area.,-75.094695,39.9062557,Monday,December
2016-12-05,18,15,Haskell,nj,Triangle,Triangle over Ringwood and Haskell.,-74.2962552,41.0302008,Monday,December
2016-12-03,23,37,Matawan,nj,Flash,Driving down Rt. 35, when we see a huge bright blue flash light up the sky.  It was an oval shape roughly the size of a football field.,-74.2295891,40.41483,Saturday,December
2016-12-01,16,30,Asbury Park,nj,Oval,Jersey shore sighting.,-74.0120817,40.2203907,Thursday,December
2016-11-28,17,15,Vineland,nj,Changing,Mother noticed a bright light in the sky and drew my attention to it. Couldn't tell if it was a star or plane at first but then noticed,-75.0259637,39.4863773,Monday,November
2016-11-26,04,00,West New York,nj,Light,It was a bright neon blue light that moved swiftly,loud,and high pitched.  ((anonymous report)),-74.0143064,40.7878788,Saturday,November
2016-11-24,19,12,Woodbridge,nj,Oval,2 bright white lights flying NE over Fords, paused in Woodbridge for a unique airshow then the headed south passing  Perth Amboy.,-74.2846022,40.5575986,Thursday,November
2016-11-24,19,12,Woodbridge,nj,Light,2 bright white lights flying NE over Fords, paused in Woodbridge for a unique airshow then the headed south towards Perth Amboy,-74.2846022,40.5575986,Thursday,November
2016-11-23,23,00,Tinton Falls,nj,Light,Circling lights in Monmouth County Night Sky.  ((anonymous report)),-74.1004185,40.3042773,Wednesday,November
2016-11-16,18,00,Egg Harbor Township,nj,Other,Driving down rt 40 in eht between Ubel and English Creek ave. I noticed 3 lights lined up.,-74.6166192,39.3822537,Wednesday,November
2016-11-05,17,53,West Orange,nj,Fireball,At approximately 5:45pm my girlfriend stepped outside and noticed a "UFO" in the sky and called me outside.,-74.2390828,40.7985699,Saturday,November
2016-11-04,23,00,Redbank,nj,Formation,Friend and I saw a cluster of blinking white dots in the sky over NJ. Dots lasted a couple of minutes, disappeared.((anonymous report),-74.0643065,40.3470543,Friday,November
2016-11-04,01,00,Voorhees,nj,,A strange humming sound outside.  Gets loud then fades.  2nd time i've hear this.  Only happens very late at night between 11:00pm to 2,-74.961517,39.8519447,Friday,November
2016-11-01,20,20,Hackensack,nj,Light,Saw a round light do a very fast zigzag maneuver from sky to horizon and disappeared. Moved very differently from normal aircraft in ar,-74.0434736,40.8859325,Tuesday,November
2016-10-31,15,00,Tuckerton,nj,Sphere,I and my Husband saw a strange looking round shiny Metallic object in the sky heading N, then disappeared.,-74.340145,39.603174,Monday,October
2016-10-27,21,30,Bayonne,nj,Cylinder,Cylinder type of object hovering on top of the water with bright light beams.  ((anonymous report)),-74.1143091,40.6687141,Thursday,October
2016-10-21,05,00,Dover,nj,Triangle,Triangle shape object with 1 light per side (3) and one strobe type light almost in the center. about 100 feet above trees. Drove aroun,-74.5621025,40.883988,Friday,October
2016-10-18,12,20,Edison,nj,Oval,4 oval-like white crafts moving through the sky.,-74.4120953,40.5187154,Tuesday,October
2016-10-17,19,00,South Orange,nj,Sphere,My wife and I were walking through the South Mountain reservation, A star like sphere, bright white, flew over our heads a thousand fee,-74.2609903,40.7489277,Monday,October
2016-10-07,21,00,Secaucus,nj,Light,White ball of light flying very fast then disappeared,-74.0565298,40.7895453,Friday,October
2016-10-06,21,50,Union,nj,Oval,Saw a red oval light in the sky over my house at 10:52pm on 10/6/16, it looked like it was going to collid with a plane, in an instant,-74.2631635,40.6975898,Thursday,October
2016-10-05,22,30,Howell,nj,Cigar,Bar shaped ufo with three bright lights across.,-74.2082671,40.1645785,Wednesday,October
2016-09-30,23,15,Marlton,nj,,Weird humming noise in the middle of the night.,-74.9218324,39.8912248,Friday,September
2016-09-27,18,30,Somerville (toward; on Route 287),nj,Formation,In Nj on 287 north between exits 8 and 13. We saw 4 round shape object In a  diagonal formation. We witnessed it for about 20 minutes d,-74.6064074,40.5835733,Tuesday,September
2016-09-25,17,15,Cranford,nj,Sphere,Orange orb with white satellites appear and disappear in a clear daytime sky.  ((anonymous report)),-74.2995928,40.6584212,Sunday,September
2016-09-25,14,00,East Brunswick,nj,Oval,Shiny Oval Shape UFO sighting in East Brunswick, NJ on Sept 25, 2016.,-74.4049778,40.4316955,Sunday,September
2016-09-24,21,30,Hamilton,nj,Formation,Three bright red lights in SE 9.24.2016.,-74.6796651,40.2115109,Saturday,September
2016-09-22,16,10,Lyndhurst,nj,Teardrop,Just want to say that I believe.  And I will not under any circumstances released this photo.  ((anonymous report)),-74.1243063,40.8120171,Thursday,September
2016-09-22,04,47,Livingston,nj,Unknown,Star gazing while waiting on my dog. Size of a star, moving slower than a plane, no noise, could see  blatant small reflection from the,-74.3300842,40.7862871,Thursday,September
2016-09-18,15,30,Bridgewater,nj,Rectangle,While driving on Route 22 in the U turn to drive towards Flemington I saw a white rectangular square, elongated object flying slightly,-74.6049061,40.5939636,Sunday,September
2016-09-15,19,00,Smithville,nj,Triangle,2 triangle shaped flying objects with 3 lights on bottom.,-74.4606226,39.4944819,Thursday,September
2016-09-14,21,00,Sea Isle City,nj,Light,Bright red light appeared in different locations, bled into itself and then vanished.,-74.6929387,39.1534477,Wednesday,September
2016-09-14,20,30,Ocean City,nj,Light,Amber color lights appear brighten & dim,-74.5746001,39.2776156,Wednesday,September
2016-09-10,01,00,Ventnor,nj,Disk,A flying disk, with 7 or 8 lights on the side, hovered for some time and abruptly descended straight downwards before it disappeared.,-74.4773735,39.3403942,Saturday,September
2016-09-07,23,15,Haworth,nj,Flash,3 flying objects resembling shooting stars, low flying at constant speed.,-73.9901383,40.9609315,Wednesday,September
2016-09-07,22,00,Deptford,nj,Light,Falling star stopped then shot back up into sky.,-75.1195107,39.8227054,Wednesday,September
2016-09-05,20,30,Pittsgrove,nj,Sphere,Large White Sphere in the sky - Moved up and away at a fast pace out of sight.,-75.1311874,39.5314846,Monday,September
2016-09-04,23,00,National Park,nj,Fireball,3 red round large moving lights coming from east & moving west towards phila pa the disappeared,-75.1787901,39.8659466,Sunday,September
2016-09-03,00,00,Mount royal,nj,Light,Driving from Jackson on 195 all the way to exit 35 on 295 I saw three bright lights that made a diamond shape.    They stayed constant,-75.2117904,39.8099873,Saturday,September
2016-09-03,23,00,Manalapan,nj,Fireball,I was driving a big transit passenger bus southbound on Route 9 in a rural farm area with low lying corn fields and no bright street li,-74.348582,40.2859203,Saturday,September
2016-09-03,21,30,Hamburg,nj,Sphere,For 3 minutes saw dark orange  orb flying irregularly with no sound no blinking lights then vanished,-74.5762713,41.1534294,Saturday,September
2016-09-03,20,35,Greenwood Lake,nj,Light,Blue lights in the sky traveling in formation,-74.294317,41.2225942,Saturday,September
2016-08-28,21,35,Runnemede,nj,,Bright white light went back n forth in sky with 2 fighter jets flying next to each other following after it!,-75.0679497,39.8523358,Sunday,August
2016-08-28,12,16,Piscataway,nj,Egg,Middlesex NJ 8-10mins 2 3D objects turned into one white circle with a hole in the middle,-74.4642861,40.554887,Sunday,August
2016-08-27,21,00,Camden,nj,Light,Lights in the sky at Jimmy Buffett Concert.,-75.1196199,39.9259463,Saturday,August
2016-08-26,23,30,Surf City,nj,Fireball,Fast fireball across sky.,-74.1651377,39.6620638,Friday,August
2016-08-22,20,00,Mantua,nj,Light,Glowing object slowly moved across the sky near 8 PM.,-75.1821597,39.7818322,Monday,August
2016-08-22,19,00,Swedesboro,nj,Cigar,Driving on Kings Highway, my husband, daughter and I, saw something in the sky.   It wasn't a plane, and there were 3 of them.,-75.3104654,39.7476136,Monday,August
2016-08-20,21,52,Burlington,nj,Light,Object appears, brightens then disappear in night sky.  ((NUFORC Note:  Possible Iridium satellite?  PD)),-74.8648873,40.071222,Saturday,August
2016-08-20,20,45,South Amboy,nj,Sphere,Orange spheres moved across the sky in irregular patterns.,-74.290702,40.4778838,Saturday,August
2016-08-19,22,10,Lebanon,nj,Light,2 of us saw, in the clouds, 2 bright lights seperate from each other. Clouds lit up.,-74.8359987,40.6417683,Friday,August
2016-08-18,22,40,Atlantic City,nj,Triangle,Large triangular craft seen over Rt. 30.,-74.4229266,39.3642834,Thursday,August
2016-08-16,04,10,Edison,nj,Triangle,Lighted  Triangular Crafts sighted within minutes of each other HIGH OVERHEAD.,-74.4120953,40.5187154,Tuesday,August
2016-08-14,21,00,Camden,nj,Circle,Red and orange light near Philadelphia international and the phillies stadium,-75.1196199,39.9259463,Sunday,August
2016-08-12,14,00,Bayonne,nj,Disk,Enlarged image of a gray streak in photo shows a clear image of a flying saucer looking craft.,-74.1143091,40.6687141,Friday,August
2016-08-08,22,00,Washington,nj,Triangle,SAW A LARGE TRIANGULAR CRAFT AND OTHER SMALLER ROUND CRAFT IN THE SKY.  LIKELY NOT OF THIS EARTH.,-74.9793378,40.7584326,Monday,August
2016-08-08,21,00,Bradley Beach,nj,Light,They just fly over head and disappear to the north parallel to the ocean. They look to be very high up. ((NUFORC Note:  Aircraft.  PD)),-74.0120814,40.2023354,Monday,August
2016-08-03,21,28,Cliffside Park,nj,Light,Red light hovering in same place for several minutes.,-73.9876388,40.8214894,Wednesday,August
2016-07-31,21,30,Bamber Lakes,nj,Light,Very bright (intense) blue and red lights on fast moving craft.,-74.3120895,39.8906737,Sunday,July
2016-07-31,16,20,Franklinville,nj,Rectangle,Daytime sighting of white rectangle shaped object flying in clouds highly reflective surface.,-75.080747,39.6177969,Sunday,July
2016-07-27,21,00,Howell,nj,Circle,Fireball couple hundred feet up. Flew out in the distance and went out.,-74.2082671,40.1645785,Wednesday,July
2016-07-23,17,26,Marlton,nj,Triangle,Marlton, NJ, 07/23/2016 - 5:26pm  While building my deck i felt a drop of rain and gust of wind. I looked up to see if we were going to,-74.9218324,39.8912248,Saturday,July
2016-07-21,22,18,Hamilton Square,nj,Light,3 bright symmetric lights observed directly overhead moving NE to S.  Motion stopped lights changed color and disappeared overhead.,-74.667855,40.2278203,Thursday,July
2016-07-20,23,00,Rahway,nj,Light,Quickly moving bright light over Linden, NJ.,-74.2776468,40.6081591,Wednesday,July
2016-07-17,21,00,Stockholm,nj,Light,Star-like light.,-74.5315328,41.0988469,Sunday,July
2016-07-17,08,00,Rockaway,nj,Other,Bright light shines through clouds and reveals a very weird object.  ((anonymous reports)),-74.5143232,40.9012101,Sunday,July
2016-07-15,23,30,Oakland,nj,Circle,Orange orb, silently crossed sky over Oakland, NJ, wsw to ene.,-74.2643143,41.0131529,Friday,July
2016-07-14,18,00,Burlington,nj,Cigar,Cigar shaped flying object in NE sky over Burlington Township, NJ.,-74.8648873,40.071222,Thursday,July
2016-07-13,22,30,Jackson,nj,Light,I was staring at a "star" to the north of Jackson, NJ, whilst stargazing.  This "star" suddenly darted across the sky.,-74.3587473,40.0918895,Wednesday,July
2016-07-13,01,00,Blackwood,nj,Changing,Red light floating in sky at night in park.,-75.0640602,39.8023363,Wednesday,July
2016-07-11,01,32,Blue Star Memorial Highway,nj,Flash,Brief flashes of light, followed but a Grey/Blue haze of light surrounding a circular object on empty highway.,-74.4998734,40.4379083,Monday,July
2016-07-10,14,01,Bay Head,nj,Other,Silver flicking light hovering over ocean.,-74.0543036,40.0717828,Sunday,July
2016-07-07,20,30,Newark,nj,Fireball,Red orange fireball traveling slowly E to W, then dropped and disappeared like it burst apart.  No trail left behind it at first.,-74.1723667,40.735657,Thursday,July
2016-07-03,23,00,Newark,nj,Fireball,Red floating orb for sure not craft or fireworks,-74.1723667,40.735657,Sunday,July
2016-07-03,22,20,Millville,nj,Light,The 4 objects came one at a time, they were red balls of light that moved behind trees, stopped, and disappeared, about a minute later,,-75.0393438,39.4020596,Sunday,July
2016-07-03,01,00,Jersey city,nj,Rectangle,The aircraft was silver and gray.  It looked like an arrowhead.  The lights were orange.,-74.0431435,40.7177545,Sunday,July
2016-07-02,09,24,Medford,nj,Sphere,Sphere moved from north to west and hovered growing brighter and larger and then vanished without a trace,-74.8390162,39.8661826,Saturday,July
2016-07-01,11,05,Newton,nj,Disk,A disc flew in a circular pattern and took off, all the while dropping flare-like remnants.  ((anonymous report)),-74.7526651,41.0581527,Friday,July
